,wind_speed
311,3.0555555555555554
312,4.166666666666667
313,5.0
314,5.0
315,7.777777777777778
316,11.38888888888889
317,8.333333333333334
318,9.444444444444445
319,8.333333333333334
320,13.88888888888889
321,11.944444444444445
322,7.777777777777778
323,8.333333333333334
324,8.333333333333334
325,6.666666666666666
326,6.111111111111111
327,3.0555555555555554
328,5.0
329,4.166666666666667
330,3.0555555555555554
331,2.2222222222222223
332,2.5
333,3.611111111111111
334,2.5
335,1.3888888888888888
336,1.3888888888888888
337,2.5
338,2.2222222222222223
339,3.0555555555555554
340,3.611111111111111
341,5.833333333333333
342,5.833333333333333
343,4.722222222222222
344,5.833333333333333
345,5.0
346,4.166666666666667
347,3.611111111111111
348,7.222222222222222
349,4.722222222222222
350,4.722222222222222
351,4.166666666666667
352,2.5
353,4.166666666666667
354,4.722222222222222
355,2.5
356,5.0
357,4.166666666666667
358,4.722222222222222
359,5.833333333333333
360,5.0
361,5.0
362,6.666666666666666
363,5.833333333333333
364,8.333333333333334
365,7.777777777777778
366,7.222222222222222
367,9.722222222222221
368,8.88888888888889
369,7.222222222222222
370,6.666666666666666
371,7.222222222222222
372,7.222222222222222
373,5.833333333333333
374,5.833333333333333
375,5.0
376,5.0
377,6.666666666666666
378,4.722222222222222
379,4.166666666666667
380,4.166666666666667
381,4.722222222222222
382,5.833333333333333
383,6.111111111111111
384,5.0
385,2.5
386,3.611111111111111
387,4.166666666666667
388,6.111111111111111
389,5.0
390,4.722222222222222
391,5.833333333333333
392,5.0
393,4.722222222222222
394,7.777777777777778
395,7.777777777777778
396,7.222222222222222
397,5.833333333333333
398,3.611111111111111
399,3.0555555555555554
400,2.5
401,4.166666666666667
402,2.2222222222222223
403,2.5
404,3.0555555555555554
405,5.0
406,3.0555555555555554
407,0.0
408,1.1111111111111112
409,1.3888888888888888
410,2.5
411,5.0
412,4.166666666666667
413,3.0555555555555554
414,4.166666666666667
415,4.166666666666667
416,4.722222222222222
417,5.0
418,5.833333333333333
419,5.833333333333333
420,4.722222222222222
421,5.0
422,1.1111111111111112
423,2.2222222222222223
424,2.2222222222222223
425,2.2222222222222223
426,2.2222222222222223
427,2.2222222222222223
428,2.2222222222222223
429,1.3888888888888888
430,4.166666666666667
431,4.166666666666667
432,5.0
433,4.722222222222222
434,4.166666666666667
435,5.0
436,4.722222222222222
437,6.111111111111111
438,6.666666666666666
439,4.722222222222222
440,4.722222222222222
441,3.0555555555555554
442,2.2222222222222223
443,3.611111111111111
444,3.0555555555555554
445,5.833333333333333
446,4.722222222222222
447,4.166666666666667
448,2.5
449,4.166666666666667
450,4.166666666666667
451,4.722222222222222
452,4.722222222222222
453,4.166666666666667
454,3.0555555555555554
455,2.5
456,3.611111111111111
457,4.722222222222222
458,5.833333333333333
459,5.833333333333333
460,4.166666666666667
461,4.166666666666667
462,3.0555555555555554
463,5.0
464,2.2222222222222223
465,3.0555555555555554
466,2.2222222222222223
467,2.2222222222222223
468,1.3888888888888888
469,1.3888888888888888
470,1.1111111111111112
471,2.2222222222222223
472,1.1111111111111112
473,2.2222222222222223
474,0.0
475,0.0
476,3.0555555555555554
477,4.166666666666667
478,2.5
479,4.722222222222222
480,3.611111111111111
481,4.166666666666667
482,4.722222222222222
483,5.0
484,4.722222222222222
485,6.111111111111111
486,6.111111111111111
487,2.5
488,4.166666666666667
489,3.611111111111111
490,3.0555555555555554
491,3.611111111111111
492,1.3888888888888888
493,1.1111111111111112
494,0.0
495,1.1111111111111112
496,0.0
497,0.0
498,1.1111111111111112
499,2.2222222222222223
500,2.2222222222222223
501,2.2222222222222223
502,2.5
503,2.5
504,3.0555555555555554
505,2.5
506,0.0
507,1.1111111111111112
508,1.3888888888888888
509,2.2222222222222223
510,3.0555555555555554
511,3.0555555555555554
512,3.0555555555555554
513,3.0555555555555554
514,2.5
515,1.1111111111111112
516,1.1111111111111112
517,1.1111111111111112
518,1.1111111111111112
519,1.3888888888888888
520,1.1111111111111112
521,1.1111111111111112
522,1.1111111111111112
523,1.3888888888888888
524,1.3888888888888888
525,1.3888888888888888
526,0.0
527,1.3888888888888888
528,1.1111111111111112
529,1.3888888888888888
530,2.2222222222222223
531,2.2222222222222223
532,4.166666666666667
533,6.666666666666666
534,5.0
535,8.333333333333334
536,6.666666666666666
537,8.88888888888889
538,9.444444444444445
539,10.277777777777777
540,8.88888888888889
541,9.444444444444445
542,7.777777777777778
543,7.222222222222222
544,6.666666666666666
545,8.333333333333334
546,7.222222222222222
547,8.333333333333334
548,9.722222222222221
549,9.722222222222221
550,6.666666666666666
551,8.88888888888889
552,9.444444444444445
553,8.88888888888889
554,9.722222222222221
555,11.38888888888889
556,8.88888888888889
557,9.444444444444445
558,11.38888888888889
559,9.722222222222221
560,8.88888888888889
561,8.88888888888889
562,8.333333333333334
563,8.333333333333334
564,7.777777777777778
565,7.777777777777778
566,6.666666666666666
567,7.222222222222222
568,4.722222222222222
569,5.0
570,2.5
571,2.2222222222222223
572,3.0555555555555554
573,5.0
574,3.0555555555555554
575,2.2222222222222223
576,3.0555555555555554
577,4.166666666666667
578,4.722222222222222
579,5.0
580,3.611111111111111
581,3.611111111111111
582,4.166666666666667
583,5.0
584,2.5
585,2.5
586,2.5
587,2.5
588,3.611111111111111
589,4.722222222222222
590,4.722222222222222
591,4.166666666666667
592,3.611111111111111
593,3.0555555555555554
594,3.611111111111111
595,3.0555555555555554
596,3.611111111111111
597,4.166666666666667
598,4.722222222222222
599,6.111111111111111
600,7.222222222222222
601,8.88888888888889
602,7.777777777777778
603,7.222222222222222
604,6.666666666666666
605,6.111111111111111
606,5.0
607,7.222222222222222
608,6.666666666666666
609,7.777777777777778
610,7.777777777777778
611,6.666666666666666
612,5.0
613,5.833333333333333
614,5.833333333333333
615,4.166666666666667
616,4.722222222222222
617,4.722222222222222
618,3.611111111111111
619,3.0555555555555554
620,3.0555555555555554
621,3.0555555555555554
622,2.2222222222222223
623,1.3888888888888888
624,2.2222222222222223
625,0.0
626,2.2222222222222223
627,1.1111111111111112
628,1.1111111111111112
629,2.5
630,3.0555555555555554
631,2.5
632,3.0555555555555554
633,2.5
634,2.5
635,3.0555555555555554
636,2.5
637,3.611111111111111
638,4.722222222222222
639,4.166666666666667
640,3.611111111111111
641,2.2222222222222223
642,4.166666666666667
643,4.722222222222222
644,4.722222222222222
645,3.0555555555555554
646,2.5
647,4.166666666666667
648,5.0
649,4.722222222222222
650,6.111111111111111
651,5.833333333333333
652,4.722222222222222
653,5.0
654,6.111111111111111
655,5.0
656,5.0
657,4.722222222222222
658,3.611111111111111
659,3.0555555555555554
660,3.611111111111111
661,2.5
662,2.2222222222222223
663,3.0555555555555554
664,1.3888888888888888
665,3.611111111111111
666,3.611111111111111
667,3.611111111111111
668,4.166666666666667
669,5.0
670,4.166666666666667
671,3.0555555555555554
672,3.0555555555555554
673,1.1111111111111112
674,2.5
675,1.1111111111111112
676,2.2222222222222223
677,1.1111111111111112
678,1.3888888888888888
679,2.5
680,2.5
681,1.3888888888888888
682,2.5
683,3.611111111111111
684,3.0555555555555554
685,2.5
686,4.166666666666667
687,3.611111111111111
688,2.5
689,1.1111111111111112
690,1.1111111111111112
691,1.3888888888888888
692,1.3888888888888888
693,1.1111111111111112
694,1.1111111111111112
695,2.2222222222222223
696,2.2222222222222223
697,3.0555555555555554
698,4.166666666666667
699,4.166666666666667
700,5.0
701,6.111111111111111
702,5.0
703,5.833333333333333
704,4.722222222222222
705,5.0
706,5.0
707,5.0
708,4.722222222222222
709,4.166666666666667
710,5.0
711,5.833333333333333
712,3.0555555555555554
713,4.166666666666667
714,4.166666666666667
715,3.611111111111111
716,4.722222222222222
717,5.833333333333333
718,5.0
719,5.833333333333333
720,4.166666666666667
721,4.166666666666667
722,5.833333333333333
723,4.722222222222222
724,3.611111111111111
725,5.0
726,4.722222222222222
727,2.5
728,4.166666666666667
729,3.611111111111111
730,4.166666666666667
731,3.611111111111111
732,2.2222222222222223
733,2.2222222222222223
734,1.1111111111111112
735,1.1111111111111112
736,0.0
737,1.1111111111111112
738,0.0
739,0.0
740,0.0
741,1.1111111111111112
742,1.1111111111111112
743,0.0
744,0.0
745,1.3888888888888888
746,1.3888888888888888
747,1.1111111111111112
748,2.2222222222222223
749,2.2222222222222223
750,1.1111111111111112
751,2.2222222222222223
752,2.2222222222222223
753,3.0555555555555554
754,4.166666666666667
755,3.611111111111111
756,3.0555555555555554
757,3.0555555555555554
758,1.3888888888888888
759,2.2222222222222223
760,1.3888888888888888
761,1.3888888888888888
762,2.5
763,2.2222222222222223
764,2.5
765,2.2222222222222223
766,1.3888888888888888
767,2.5
768,2.2222222222222223
769,3.0555555555555554
770,4.166666666666667
771,3.611111111111111
772,3.611111111111111
773,1.3888888888888888
774,2.5
775,6.111111111111111
776,6.111111111111111
777,6.666666666666666
778,8.333333333333334
779,7.222222222222222
780,6.111111111111111
781,3.0555555555555554
782,0.0
783,1.1111111111111112
784,1.3888888888888888
785,0.0
786,0.0
787,1.1111111111111112
788,0.0
789,0.0
790,1.1111111111111112
791,0.0
792,1.1111111111111112
793,0.0
794,3.0555555555555554
795,2.2222222222222223
796,4.722222222222222
797,4.722222222222222
798,6.666666666666666
799,6.111111111111111
800,6.111111111111111
801,5.833333333333333
802,5.833333333333333
803,6.111111111111111
804,8.333333333333334
805,5.833333333333333
806,5.0
807,3.611111111111111
808,4.722222222222222
809,3.611111111111111
810,8.333333333333334
811,7.777777777777778
812,7.777777777777778
813,4.722222222222222
814,5.0
815,9.444444444444445
816,10.277777777777777
817,7.777777777777778
818,12.5
819,9.444444444444445
820,11.944444444444445
821,12.5
822,10.833333333333334
823,10.277777777777777
824,9.444444444444445
825,10.833333333333334
826,10.277777777777777
827,6.666666666666666
828,4.166666666666667
829,3.611111111111111
830,4.722222222222222
831,2.2222222222222223
832,3.0555555555555554
833,1.1111111111111112
834,2.2222222222222223
835,3.0555555555555554
836,3.0555555555555554
837,2.5
838,2.5
839,2.5
840,3.0555555555555554
841,2.2222222222222223
842,2.5
843,2.2222222222222223
844,2.5
845,3.611111111111111
846,2.5
847,3.611111111111111
848,6.111111111111111
849,1.1111111111111112
850,2.5
851,3.611111111111111
852,3.0555555555555554
853,3.611111111111111
854,3.0555555555555554
855,2.2222222222222223
856,1.1111111111111112
857,1.3888888888888888
858,2.5
859,3.0555555555555554
860,4.166666666666667
861,4.166666666666667
862,3.611111111111111
863,2.5
864,2.5
865,2.2222222222222223
866,2.5
867,2.5
868,1.1111111111111112
869,2.2222222222222223
870,3.611111111111111
871,1.3888888888888888
872,3.611111111111111
873,4.722222222222222
874,3.611111111111111
875,3.0555555555555554
876,4.166666666666667
877,3.611111111111111
878,1.3888888888888888
879,3.0555555555555554
880,2.5
881,2.2222222222222223
882,0.0
883,1.1111111111111112
884,1.1111111111111112
885,0.0
886,0.0
887,0.0
888,0.0
889,1.1111111111111112
890,0.0
891,2.2222222222222223
892,3.0555555555555554
893,5.833333333333333
894,5.0
895,7.222222222222222
896,8.88888888888889
897,8.88888888888889
898,8.333333333333334
899,8.333333333333334
900,6.666666666666666
901,6.666666666666666
902,2.2222222222222223
903,2.5
904,1.1111111111111112
905,0.0
906,1.1111111111111112
907,1.3888888888888888
908,0.0
909,1.1111111111111112
910,0.0
911,1.1111111111111112
912,1.3888888888888888
913,2.5
914,2.5
915,4.166666666666667
916,4.722222222222222
917,4.166666666666667
918,4.722222222222222
919,4.166666666666667
920,6.111111111111111
921,4.166666666666667
922,5.833333333333333
923,4.722222222222222
924,5.0
925,4.722222222222222
926,5.833333333333333
927,6.111111111111111
928,5.0
929,4.722222222222222
930,6.666666666666666
931,6.666666666666666
932,7.777777777777778
933,6.666666666666666
934,6.666666666666666
935,5.833333333333333
936,4.722222222222222
937,5.0
938,6.666666666666666
939,6.111111111111111
940,6.666666666666666
941,7.777777777777778
942,8.88888888888889
943,9.444444444444445
944,7.222222222222222
945,7.777777777777778
946,3.0555555555555554
947,2.2222222222222223
948,1.1111111111111112
949,2.2222222222222223
950,1.1111111111111112
951,1.3888888888888888
952,0.0
953,1.1111111111111112
954,1.1111111111111112
955,0.0
956,1.1111111111111112
957,1.3888888888888888
958,0.0
959,1.3888888888888888
960,1.3888888888888888
961,2.2222222222222223
962,1.1111111111111112
963,0.0
964,0.0
965,2.2222222222222223
966,3.611111111111111
967,2.5
968,2.2222222222222223
969,1.1111111111111112
970,1.1111111111111112
971,1.3888888888888888
972,1.1111111111111112
973,0.0
974,0.0
975,2.2222222222222223
976,2.5
977,2.2222222222222223
978,1.1111111111111112
979,1.3888888888888888
980,1.3888888888888888
981,1.3888888888888888
982,2.2222222222222223
983,1.3888888888888888
984,2.5
985,2.2222222222222223
986,1.1111111111111112
987,3.0555555555555554
988,2.5
989,2.2222222222222223
990,2.5
991,3.611111111111111
992,3.611111111111111
993,4.166666666666667
994,2.5
995,2.5
996,2.2222222222222223
997,2.5
998,3.0555555555555554
999,2.5
1000,2.2222222222222223
1001,2.2222222222222223
1002,2.2222222222222223
1003,2.5
1004,3.611111111111111
1005,2.5
1006,2.5
1007,2.2222222222222223
1008,2.5
1009,2.5
1010,2.5
1011,2.5
1012,3.0555555555555554
1013,3.611111111111111
1014,4.166666666666667
1015,3.611111111111111
1016,3.0555555555555554
1017,3.0555555555555554
1018,4.166666666666667
1019,4.722222222222222
1020,0.0
1021,1.3888888888888888
1022,2.2222222222222223
1023,1.3888888888888888
1024,1.3888888888888888
1025,1.1111111111111112
1026,1.3888888888888888
1027,1.1111111111111112
1028,1.3888888888888888
1029,1.1111111111111112
1030,1.1111111111111112
1031,1.1111111111111112
1032,1.3888888888888888
1033,1.1111111111111112
1034,0.0
1035,1.3888888888888888
1036,2.5
1037,4.166666666666667
1038,5.0
1039,1.3888888888888888
1040,2.2222222222222223
1041,3.0555555555555554
1042,3.611111111111111
1043,0.0
1044,1.1111111111111112
1045,2.2222222222222223
1046,1.1111111111111112
1047,1.3888888888888888
1048,2.2222222222222223
1049,1.3888888888888888
1050,0.0
1051,4.722222222222222
1052,4.722222222222222
1053,4.166666666666667
1054,7.222222222222222
1055,10.833333333333334
1056,10.833333333333334
1057,8.88888888888889
1058,4.722222222222222
1059,4.166666666666667
1060,8.333333333333334
1061,7.777777777777778
1062,9.444444444444445
1063,10.277777777777777
1064,9.444444444444445
1065,6.111111111111111
1066,9.444444444444445
1067,5.833333333333333
1068,5.833333333333333
1069,5.0
1070,5.0
1071,5.0
1072,6.111111111111111
1073,6.666666666666666
1074,6.111111111111111
1075,4.722222222222222
1076,6.111111111111111
1077,5.833333333333333
1078,5.833333333333333
1079,3.0555555555555554
1080,5.833333333333333
1081,4.166666666666667
1082,0.0
1083,0.0
1084,2.5
1085,4.722222222222222
1086,7.777777777777778
1087,7.222222222222222
1088,9.444444444444445
1089,10.277777777777777
1090,6.666666666666666
1091,9.444444444444445
1092,3.611111111111111
1093,3.0555555555555554
1094,3.611111111111111
1095,4.166666666666667
1096,5.0
1097,2.5
1098,2.2222222222222223
1099,2.2222222222222223
1100,2.5
1101,2.2222222222222223
1102,3.611111111111111
1103,3.0555555555555554
1104,3.0555555555555554
1105,2.2222222222222223
1106,1.3888888888888888
1107,2.2222222222222223
1108,3.611111111111111
1109,2.2222222222222223
1110,4.166666666666667
1111,6.111111111111111
1112,5.0
1113,3.0555555555555554
1114,4.166666666666667
1115,4.722222222222222
1116,6.111111111111111
1117,5.0
1118,3.0555555555555554
1119,3.0555555555555554
1120,4.722222222222222
1121,6.111111111111111
1122,4.722222222222222
1123,7.777777777777778
1124,7.222222222222222
1125,6.666666666666666
1126,9.444444444444445
1127,8.88888888888889
1128,7.777777777777778
1129,3.611111111111111
1130,4.166666666666667
1131,2.5
1132,1.1111111111111112
1133,4.722222222222222
1134,5.833333333333333
1135,5.833333333333333
1136,6.111111111111111
1137,6.666666666666666
1138,5.833333333333333
1139,5.0
1140,4.166666666666667
1141,2.2222222222222223
1142,2.5
1143,2.5
1144,1.3888888888888888
1145,1.1111111111111112
1146,2.2222222222222223
1147,1.3888888888888888
1148,1.1111111111111112
1149,0.0
1150,0.0
1151,0.0
1152,2.5
1153,1.3888888888888888
1154,2.5
1155,2.2222222222222223
1156,3.611111111111111
1157,5.833333333333333
1158,7.222222222222222
1159,6.111111111111111
1160,6.666666666666666
1161,6.111111111111111
1162,5.833333333333333
1163,6.111111111111111
1164,4.722222222222222
1165,3.0555555555555554
1166,3.611111111111111
1167,4.722222222222222
1168,4.722222222222222
1169,4.166666666666667
1170,4.166666666666667
1171,4.166666666666667
1172,5.0
1173,5.833333333333333
1174,4.722222222222222
1175,5.833333333333333
1176,5.0
1177,6.666666666666666
1178,6.666666666666666
1179,7.777777777777778
1180,6.666666666666666
1181,8.88888888888889
1182,8.88888888888889
1183,8.88888888888889
1184,4.166666666666667
1185,4.722222222222222
1186,2.2222222222222223
1187,1.1111111111111112
1188,1.1111111111111112
1189,0.0
1190,1.1111111111111112
1191,1.1111111111111112
1192,1.1111111111111112
1193,2.2222222222222223
1194,1.1111111111111112
1195,2.2222222222222223
1196,1.3888888888888888
1197,1.3888888888888888
1198,1.1111111111111112
1199,1.3888888888888888
1200,1.1111111111111112
1201,1.3888888888888888
1202,1.3888888888888888
1203,1.1111111111111112
1204,1.3888888888888888
1205,3.611111111111111
1206,4.722222222222222
1207,4.722222222222222
1208,3.611111111111111
1209,3.0555555555555554
1210,3.0555555555555554
1211,1.3888888888888888
1212,2.5
1213,2.2222222222222223
1214,2.5
1215,1.3888888888888888
1216,1.1111111111111112
1217,3.0555555555555554
1218,3.0555555555555554
1219,2.5
1220,2.2222222222222223
1221,3.0555555555555554
1222,2.2222222222222223
1223,2.5
1224,2.2222222222222223
1225,2.5
1226,2.2222222222222223
1227,2.2222222222222223
1228,3.0555555555555554
1229,2.2222222222222223
1230,3.611111111111111
1231,3.0555555555555554
1232,3.611111111111111
1233,5.833333333333333
1234,8.88888888888889
1235,5.0
1236,4.722222222222222
1237,5.833333333333333
1238,7.777777777777778
1239,3.611111111111111
1240,2.5
1241,2.5
1242,4.166666666666667
1243,5.0
1244,5.0
1245,3.611111111111111
1246,4.722222222222222
1247,4.722222222222222
1248,3.611111111111111
1249,5.0
1250,6.111111111111111
1251,7.222222222222222
1252,6.111111111111111
1253,4.722222222222222
1254,6.111111111111111
1255,8.333333333333334
1256,6.666666666666666
1257,7.222222222222222
1258,6.666666666666666
1259,6.111111111111111
1260,5.833333333333333
1261,2.2222222222222223
1262,1.3888888888888888
1263,0.0
1264,0.0
1265,1.1111111111111112
1266,0.0
1267,0.0
1268,1.1111111111111112
1269,1.1111111111111112
1270,1.3888888888888888
1271,2.5
1272,2.5
1273,3.0555555555555554
1274,4.166666666666667
1275,5.0
1276,5.0
1277,5.833333333333333
1278,6.111111111111111
1279,3.0555555555555554
1280,6.111111111111111
1281,4.166666666666667
1282,5.0
1283,5.0
1284,2.5
1285,2.2222222222222223
1286,2.5
1287,2.2222222222222223
1288,2.2222222222222223
1289,1.3888888888888888
1290,2.2222222222222223
1291,3.0555555555555554
1292,0.0
1293,1.3888888888888888
1294,1.3888888888888888
1295,2.5
1296,3.0555555555555554
1297,3.611111111111111
1298,1.3888888888888888
1299,3.611111111111111
1300,3.611111111111111
1301,3.0555555555555554
1302,3.611111111111111
1303,3.0555555555555554
1304,3.0555555555555554
1305,3.611111111111111
1306,3.0555555555555554
1307,3.611111111111111
1308,3.0555555555555554
1309,3.0555555555555554
1310,1.3888888888888888
1311,2.2222222222222223
1312,2.5
1313,1.3888888888888888
1314,2.2222222222222223
1315,2.2222222222222223
1316,2.2222222222222223
1317,2.5
1318,0.0
1319,2.2222222222222223
1320,1.1111111111111112
1321,2.2222222222222223
1322,2.2222222222222223
1323,1.1111111111111112
1324,2.2222222222222223
1325,2.5
1326,2.5
1327,3.0555555555555554
1328,2.5
1329,1.3888888888888888
1330,2.2222222222222223
1331,2.2222222222222223
1332,1.3888888888888888
1333,1.3888888888888888
1334,0.0
1335,0.0
1336,1.3888888888888888
1337,1.1111111111111112
1338,1.1111111111111112
1339,1.1111111111111112
1340,1.3888888888888888
1341,1.1111111111111112
1342,1.1111111111111112
1343,1.1111111111111112
1344,1.1111111111111112
1345,1.1111111111111112
1346,1.1111111111111112
1347,0.0
1348,1.1111111111111112
1349,1.3888888888888888
1350,2.5
1351,3.611111111111111
1352,2.2222222222222223
1353,1.3888888888888888
1354,0.0
1355,1.3888888888888888
1356,2.2222222222222223
1357,1.3888888888888888
1358,2.5
1359,2.5
1360,1.3888888888888888
1361,2.5
1362,3.0555555555555554
1363,1.3888888888888888
1364,2.2222222222222223
1365,2.5
1366,2.2222222222222223
1367,3.0555555555555554
1368,3.611111111111111
1369,2.2222222222222223
1370,3.0555555555555554
1371,0.0
1372,1.3888888888888888
1373,3.0555555555555554
1374,3.0555555555555554
1375,3.0555555555555554
1376,4.166666666666667
1377,3.611111111111111
1378,3.611111111111111
1379,3.0555555555555554
1380,3.0555555555555554
1381,2.5
1382,2.2222222222222223
1383,3.0555555555555554
1384,2.2222222222222223
1385,2.5
1386,1.1111111111111112
1387,1.3888888888888888
1388,2.2222222222222223
1389,2.5
1390,3.0555555555555554
1391,4.722222222222222
1392,2.2222222222222223
1393,3.0555555555555554
1394,1.1111111111111112
1395,1.1111111111111112
1396,1.3888888888888888
1397,2.5
1398,3.0555555555555554
1399,4.722222222222222
1400,4.166666666666667
1401,4.166666666666667
1402,3.611111111111111
1403,2.5
1404,3.611111111111111
1405,2.5
1406,2.5
1407,3.611111111111111
1408,3.0555555555555554
1409,2.5
1410,1.1111111111111112
1411,2.2222222222222223
1412,0.0
1413,1.1111111111111112
1414,0.0
1415,1.1111111111111112
1416,1.1111111111111112
1417,0.0
1418,1.3888888888888888
1419,0.0
1420,0.0
1421,2.2222222222222223
